
Genesis
                        26:1;25:1      3.17.14
                        26:2      3.20.46
                        26:4;25:4      3.17.14
                        26:8;25:5      1.11.14
                        26:9;25:9      3.17.14
                        26:10-11;25:10-11      3.17.14
                        27:1;26:1      1.17.11
                        27:3;26:3      1.17.11
                        27:8      4.1.5
                        27:10      3.20.36
                        27:14, cf Comm      3.2.17
                        28:8      2.6.2
                        28:8-9      2.6.3
                        28:9      2.6.2
                        28:9      3.21.7
                        29      1.6.4
                        29:3      1.6.4
                        29:5      1.6.4
                        29:6      1.6.4
                        29:9      2.6.2
                        29:9-11      1.6.4
                        30:5      2.10.17
                        30:5      2.10.18
                        30:6-7, cf Comm      3.8.2
                        31:5p      3.20.26
                        31:15      1.17.11
                        31:22, cf Comm      3.2.17
                        32:1      3.11.4
                        32:1;31:1      3.11.11
                        32:1;31:1      3.14.11
                        32:1-2      3.4.28
                        32:1-2      3.4.29
                        32:1-2      3.11.4
                        32:1-2      3.11.20
                        32:1-2      3.11.22
                        32:1-2;31:2      3.17.10
                        32:5;31:5      3.4.9
                        32:6;31:6, cf Comm      3.20.7
                        32:6;31:6      3.20.26
                        33:6p      1.13.15
                        33:6;32:6      1.16.1
                        33:12      2.10.8
                        33:12, cf Comm      3.2.28
                        33:12 Comm      3.21.5
                        33:12      3.21.7
                        33:13;32:13-14      1.16.1
                        33:22 Comm      3.20.12
                        34:6      3.20.26
                        34:7p      1.14.6
                        34:7p      1.14.8
                        34:7      3.20.23
                        34:15      1.16.7
                        34:15;33:16      3.20.3
                        34:15;33:16      3.20.10
                        34:15      3.20.40
                        34:16p      1.16.7
                        34:21;33:22      2.10.14
                        34:21p      2.10.18
                        34:22      2.10.16
                        36:1p      1.4.2
                        36:5 Comm      3.2.7
                        36:6      1.17.2
                        36:6      3.23.5
                        36:9      3.2.20
                        36:9      3.2.1
                        36:9      3.20.1
                        37:3;36:3      3.3.8
                        37:7 Comm      3.2.37
                        37:8;36:8      3.3.8
                        37:27;36:27      3.3.8
                        38:2;37:2      3.4.32
                        38:4;37:5      3.4.16
                        39:5-6p      2.10.15
                        39:7      2.10.15
                        39:9p      1.17.8
                        39:12      2.10.15
                        39:13      3.10.1
                        39:13 Comm      3.20.16
                        40:3      3.20.28
                        40:5      1.5.9
                        40:5      1.17.1
                        40:7-8;39:9      2.16.5
                        40:10-11 Comm      3.2.7
                        40:12      1.5.10
                        41:4      3.20.12
                        41:12      3.6.5
                        42:2      4.1.5
                        42:3 Comm      4.17.21
                        42:4;41:5      3.4.9
                        42:5      3.2.17
                        42:11      3.2.17
                        43:5      3.2.17
                        44:1      3.21.5
                        44:3      3.21.5
                        44:20-21;43:21-22      3.20.27
                        44:22;Comm 23      3.25.3
                        45      4.20.5
                        45:6;44:7      1.13.9
                        45:6      2.13.1
                        45:7      2.15.5
                        45:7      4.19.18
                        45:7;44:8      4.20.10
                        45:10p      PA4
                        45:13;44:13      1.11.15
                        46:2-3, cf Comm      3.2.37
                        46:5      4.1.3
                        47:4 Comm      3.21.5
                        47:7;46:8      1.13.24
                        48:10      3.20.41
                        48:10      4.16.32
                        49:6-14p, cf Comm      2.10.17
                        50:7-13      3.20.13
                        50:15;49:15      3.20.13
                        50:15      3.20.13
                        50:15      3.20.13
                        50:15      3.20.28
                        50:15      4.17.37
                        50:23      4.18.17
                        51:1;50:3      3.4.9
                        51:3-5      3.3.18
                        51:4;50:6      1.18.3
                        51:4;50:6      3.11.11
                        51:4;50:6      3.23.2
                        51:5p      2.1.5
                        51:5      3.20.9
                        51:5      4.16.17
                        51:5      4.16.17
                        51:10      2.2.25
                        51:10      2.2.27
                        51:10;50:12      2.3.9
                        51:15;50:17      3.20.28
                        51:17;50:19      3.20.16
                        51:19      4.18.17
                        52:6      3.20.26
                        52:8p      2.10.17
                        53:1      1.4.2
                        53:1-3      2.3.2
                        55:22p;54:23      1.17.6
                        55:22;54:23      3.20.14
                        55:22-23p, cf Comm      2.10.17
                        56:4;55:5      1.17.11
                        56:5;55:4      1.17.11
                        56:9 Comm      3.20.12
                        56:12      4.13.4
                        57:1      2.2.23
                        59:10;58:11      2.3.12
                        60:12      3.20.46
                        61:8      4.13.4
                        62:8;61:9      3.20.5
                        62:9;61:10      2.3.1
                        63:3      3.2.28
                        63:3p      3.17.14
                        63:4      4.19.2
                        64:10      3.20.26
                        65:1 Comm      3.20.29
                        65:1-2      3.20.13
                        65:4;64:5 Comm      3.21.5
                        68:18;67:19      1.13.11
                        68:18      2.16.16
                        68:20      3.25.4
                        68:29      4.18.4
                        68:35;67:36      1.11.14
                        69:2-3      3.4.16
                        69:4      2.16.5
                        69:15-16      3.4.16
                        69:21      4.17.15
                        69:28      2.10.18
                        69:28      3.24.9
                        71:14;70:14      1.17.11
                        72      4.20.5
                        72:8;71:8      PA2
                        72:8p      2.11.11
                        72:10-11p;71:10-11 Comm      4.5.17
                        72:10-11      4.18.4
                        73:22;72:22      3.2.25
                        73:22;72:22      3.2.25
                        73:2-3p      2.10.16
                        73:2-3      3.9.6
                        73:16-17p      2.10.16
                        73:17      3.9.6
                        73:26p      2.11.2
                        74:9      2.15.1
                        75:6-7      1.16.6
                        77:2;76:3      3.14.20
                        77:7, cf Comm      3.2.17
                        77:9, cf Comm      3.2.17
                        77:10 Comm      3.2.17
                        77:11 Comm      3.2.31
                        78:8;77:8      2.5.11
                        78:36-37      3.3.25
                        78:47      3.7.10
                        78:49      1.14.17
                        78:57      3.3.25
                        78:60      2.6.2
                        78:67      2.6.2
                        78:67-68;77:67-68, cf Comm & LXX      3.21.6
                        78:68      2.6.2
                        78:70-71      2.6.2
                        79:13      3.7.10
                        80:1;79:2      1.13.24
                        80:1      2.8.15
                        80:1      4.1.5
                        80:3p;79:4      3.2.28
                        80:4;79:5      3.20.16
                        80:17 Comm      2.6.2
                        82:1      4.20.4
                        82:1      4.20.6
                        82:1p      4.20.29
                        82:3-4      4.20.9
                        82:6      1.14.5
                        82:6      2.12.6
                        82:6      2.14.5
                        82:6      4.16.31, par 15
                        82:6      4.16.31, par 15
                        82:6      4.20.4
                        84:2      2.11.2
                        84:2-3      4.1.5
                        84:8      4.17.21
                        86:2p      3.20.10
                        86:5 Comm      3.2.29
                        86:11      2.3.9
                        87:6      4.1.4
                        88:9      4.19.2
                        88:16;87:17, cf Comm      3.4.34
                        89      4.20.5
                        89:3-4p      4.1.17
                        89:14;88:15      3.2.7
                        89:24;88:25      3.2.7
                        89:30-33;88:31-34, cf Comm      3.4.32
                        89:30-33;88:31-34      4.1.27
                        89:35-37p      2.15.3
                        90:4      3.2.42
                        90:7-9;89:7-9 Comm      3.4.34
                        90:7ff      3.25.12
                        91:1;90:1      1.17.6
                        91:1      2.8.42
                        91:3-6;90:3-6, cf Comm      1.17.11
                        91:11      1.14.9
                        91:11      3.20.23
                        91:11-12;90:11-12      1.14.6
                        91:12      1.17.6
                        91:14      2.8.42
                        91:15      3.20.14
                        92:2      3.2.7
                        92:5p      2.10.17
                        92:5-6      1.5.10
                        92:7p      2.10.17
                        92:12-14p      2.10.17
                        91:13 Vg      3.2.17
                        93:1      1.6.3
                        93:5p      1.6.4
                        94:11      2.2.25
                        94:11, cf Comm      3.14.1
                        94:12-13;93:12-13 LXX      3.4.34
                        94:19      3.20.7
                        95:2;94:2      3.4.9
                        95:7;94:8      3.2.6
                        95:8      2.5.11
                        96:10      1.6.3
                        97:1      1.6.3
                        97:1;96:1      1.13.11
                        97:7;96:7      1.13.11
                        97:7      1.13.23
                        97:10      2.10.16
                        97:11      2.10.16
                        98:3      3.2.7
                        99:1      1.6.3
                        99:1;98:1      1.13.24
                        99:1      2.8.15
                        99:5;98:5      1.11.15
                        99:5      4.1.5
                        99:9;98:9      1.11.15
                        100:2      4.1.5
                        100:3p      2.3.6
                        100:3      2.3.6
                        100:3;99:3 Comm      3.21.5
                        100:4;99:4      3.4.9
                        100:5      3.2.7
                        101:4-7      4.20.9
                        101:8      4.20.10
                        102:3      3.9.2
                        102:11      3.9.2
                        102:13;101:14      1.13.11
                        102:17      3.20.28
                        102:18 Comm      3.20.28
                        102:21;101:22, cf LXX      3.20.28
                        102:25;101:26p      1.13.11
                        102:25-26      1.13.23
                        102:25-28;102:26-29      2.10.15
                        103:8 Comm;102:8      3.2.29
                        103:17      2.10.15
                        103:17;102:17      3.22.10
                        103:20      3.20.43
                        103:20-21      1.14.4
                        103:20-21      1.14.5
                        104:2p      1.5.1
                        104:2-4      1.5.1
                        104:3-4;103:3-4      1.16.7
                        104:15p      3.10.2
                        104:27-30p      1.16.1
                        105:4      4.1.5
                        105:4      4.1.5
                        105:6;104:6      3.21.5
                        105:25      1.18.2
                        105:25      2.4.4
                        105:42      3.21.5
                        106      3.20.15
                        106:3;105:3      3.17.10
                        106:4-5p;105:4-5      4.1.4
                        106:8-12      3.20.15
                        106:13ff      3.20.15
                        106:30-31      3.17.7
                        106:31      3.17.8
                        106:37      4.13.17
                        106:43      3.20.15
                        106:46      2.4.6
                        106:47;105:47      3.20.28
                        107:4-7      1.5.8
                        107:6      3.20.15
                        107:9      1.5.8
                        107:10-16      1.5.8
                        107:13      3.20.15
                        107:14 Comm      3.20.46
                        107:16      2.16.9
                        107:17-20      1.5.8
                        107:19      3.20.15
                        107:23-30      1.5.8
                        107:25;106:25      1.16.7
                        107:26;106:26      1.7.5
                        107:29      1.16.7
                        107:33-38      1.5.8
                        107:39-41      1.5.8
                        107:40;106:40      1.18.2
                        107:40      2.2.17
                        107:40      2.4.4
                        107:42      1.5.8
                        107:43      1.5.8
                        108:4      3.2.7
                        110      4.20.5
                        110:1      2.15.3
                        110:1      2.16.16
                        110:4      2.7.2
                        110:4      2.11.4
                        110:4      2.11.4
                        110:4      2.15.6
                        110:4      4.18.2
                        110:4      4.19.28
                        110:6p      2.15.5
                        111:1      4.14.8
                        111:2;110:2      1.18.3
                        111:10p      2.3.4
                        111:10;110:10      3.2.26
                        112:1;111:1      3.17.10
                        112:6      2.10.16
                        112:9;111:9      2.10.16
                        112:10;111:10      2.10.16
                        113:5-6      1.16.5
                        113:7      1.5.8
                        113:9      1.16.7
                        115:1      3.2.7
                        115:3;113b:3      1.16.3
                        115:3      1.18.1
                        115:3      1.18.3
                        115:3      3.23.7
                        115:3      3.24.16
                        115:4      1.11.4
                        115:8;113b:8      1.11.4
                        116:1;115:15 Comm      3.20.28
                        116:7      3.2.17
                        116:12-13;115:12-13 Comm      3.20.28
                        116:14      4.13.4
                        116:15      2.10.14
                        116:15      2.10.18
                        116:15;115:15      3.5.3
                        116:18      4.13.4
                        116:19      3.6.2
                        117:2;116:2, cf Comm      3.2.7
                        118:1;117:1      3.4.9
                        118:6;117:6      1.17.11
                        118:18p      3.4.32
                        118:25-26      2.6.2
                        119      3.2.15
                        119:1;118:1      3.17.10
                        119:5      2.7.12
                        119:10      2.2.25
                        119:10      4.14.8
                        119:12      2.2.25
                        119:18p      2.2.21
                        119:18      2.2.25
                        119:19      2.2.25
                        119:19      3.10.1
                        119:26      2.2.25
                        119:33      2.2.25
                        119:33      2.3.9
                        119:34      2.2.25
                        119:36      2.3.9
                        119:36      2.5.11
                        119:40      3.2.31
                        119:41      3.2.31
                        119:42      3.2.31
                        119:43;118:43, cf Comm      3.2.17
                        119:64      2.2.25
                        119:68      2.2.25
                        119:71      3.4.32
                        119:73      2.2.25
                        119:76;118:76      3.13.4
                        119:76p      3.20.14
                        119:94;118:94      3.2.31
                        119:105;118:105      1.17.2
                        119:105      2.7.12
                        119:112      2.5.11
                        119:124      2.2.25
                        119:125      2.2.25
                        119:133      2.3.9
                        119:135      2.2.25
                        119:169      2.2.25
                        121:1;120:1      1.14.11
                        121:4, cf Comm      3.20.3
                        122:2-9      3.6.2
                        127:3p      1.16.7
                        130:1      3.20.4
                        130:3;129:3      3.12.1
                        130:3;129:3      3.17.14
                        130:4 Comm      3.3.2
                        130:4, cf Comm      3.16.3
                        131:1-2      3.7.9
                        132      4.20.5
                        132:7      4.1.5
                        132:10      3.20.25
                        132:11      2.13.1
                        132:11p      2.13.3
                        132:13-14      4.1.17
                        132:14      4.1.5
                        133:3      2.11.2
                        135:6p      3.23.14
                        135:15      1.11.4
                        136:25;135:25      1.16.7
                        138:1      1.14.5
                        138:1p      4.14.8
                        138:2      3.2.7
                        138:8;137:8      3.14.20
                        138:8, cf Comm      3.24.6
                        140:3      2.3.2
                        140:13;139:14      2.10.16
                        141:2      3.20.14
                        141:2      4.18.17
                        141:2      4.19.2
                        142:5      2.11.2
                        142:7;141:8      3.20.26
                        143:2      2.7.5
                        143:2;142:2 VG & LXX      3.12.2
                        143:2p      3.14.16
                        143:2p      3.17.14
                        143:2;142:2, cf Comm      3.20.8
                        143:5;142:5      3.2.31
                        143:6      4.19.2
                        144:4;143:4      3.2.25
                        144:15      2.10.8
                        145      1.10.2
                        145:3      1.5.9
                        145:5-6      1.5.9
                        145:5      1.10.2
                        145:9      1.5.6
                        145:9;144:9      3.2.29
                        145:9 Comm      3.2.29
                        145:15-16      3.20.3
                        145:18;144:18      3.20.3
                        145:18, cf Comm      3.20.7
                        145:18;144:18      3.20.14
                        145:19      3.20.5
                        145:19;144:19      3.20.13
                        147:9;146:9      1.16.5
                        147:10-11      2.2.10
                        147:9, cf LXX      3.21.6

  Proverbs
                        1:7      3.2.26
                        2:21p      2.11.2
                        2:22      2.11.2
                        3:3      3.20.16
                        3:11-12      3.4.32
                        3:11-12p      3.8.6
                        3:34      2.2.10
                        3:34      3.12.5
                        8:14-16      4.20.4
                        8:15      4.20.7
                        8:22ff      1.13.7
                        8:22ff      2.14.8
                        10:7      2.10.18
                        10:12      3.4.31
                        10:12      3.4.36
                        10:12      3.4.36
                        12:14      3.18.1
                        12:28      3.17.15
                        13:13      3.18.1
                        14:21      3.17.10
                        14:26      3.14.19
                        15:8p      3.14.8
                        15:8      3.20.7
                        15:33      3.2.26
                        16:1      1.16.6
                        16:1      2.5.11
                        16:2a      3.12.5
                        16:2b      3.12.5
                        16:4, cf Vg      3.23.6
                        16:6p      3.4.31
                        16:6p      3.4.36
                        16:9p, cf Vg      1.16.6
                        16:9      1.16.6
                        16:9p      1.17.4
                        16:12      4.20.10
                        16:14      4.20.32
                        16:33      1.16.6
                        17:11p      4.20.10
                        17:15      4.20.10
                        18:10p      1.13.13
                        18:10p      3.20.14
                        19:17      3.18.6
                        20:7p      2.8.21
                        20:7      3.17.15
                        20:8p      4.20.10
                        20:9      3.13.3
                        20:12p      2.4.7
                        20:20      2.8.36
                        20:24p      1.16.6
                        20:26p      4.20.10
                        20:28      4.20.10
                        21:1      1.18.2
                        21:1      2.4.7
                        21:1p      4.20.29
                        21:2p      3.12.5
                        21:27      3.20.7
                        22:1      2.8.47
                        22:2      1.16.6
                        22:28      PA4
                        22:28      PA4
                        24:16      3.4.28
                        24:21      4.20.7
                        24:21      4.20.22
                        24:24p      4.20.10
                        25:2 Vg      3.21.3
                        25:4-5      4.20.10
                        25:5      PA8
                        25:21      2.8.56
                        25:27, cf Vg      3.21.2
                        26:10      3.23.4
                        28:2p      4.20.28
                        28:9      3.20.7
                        28:14      3.2.23
                        29:13      1.16.6
                        29:18      PA2
                        30:4p      2.14.7
                        30:5      3.2.15
                        30:6      4.9.2
                        30:6p      4.10.17
                        30:20      3.4.19

  Ecclesiastes
                        1:2      2.2.12
                        1:14      2.2.12
                        2:11      2.2.12
                        2:14-15      1.16.9
                        3:19      1.16.9
                        3:19      3.2.38
                        3:21p      3.25.5
                        4:2-3      3.9.4
                        7:21 Vg      2.7.5
                        7:21 Vg      3.14.9
                        7:29      2.1.10
                        7:29p      2.5.18
                        9:1 Vg      3.2.38
                        9:1 Vg      3.13.4
                        9:2, cf Vg      3.2.38
                        9:2-3      1.16.9
                        9:4      3.25.5
                        9:5-6      3.20.24
                        9:11      1.16.9
                        12:7      1.15.2
                        12:7      1.15.5

 Song of Solomon 
                        2:14      1.11.14
                        5:3      3.16.4
                        5:16      3.20.9

  Isaiah
                        1:3p      PA3
                        1:5-6p      3.4.33
                        1:10      4.1.18
                        1:12, cf Vg      3.14.15
                        1:13-15      2.8.34
                        1:13-16p      3.14.8
                        1:14      4.2.10
                        1:15      3.20.7
                        1:15, cf Vg      3.20.7
                        1:16-17, cf Vg      3.3.8
                        1:18      2.8.52
                        1:18      3.4.29
                        1:19-20 Vg      2.5.10
                        2:2-3      4.18.4
                        2:8      1.11.4
                        2:10      1.1.3
                        2:19p      1.1.3
                        3:1      1.16.7
                        3:4      4.20.25
                        3:11 Vg      3.18.1
                        3:14-15      4.20.6
                        4:1      3.20.25
                        5:8      3.19.9
                        5:12      3.19.9
                        5:24      2.5.4
                        5:25      4.17.23
                        5:26      1.18.1
                        5:26      2.4.4
                        6:1      1.13.11
                        6:1      1.13.23
                        6:2      1.1.3
                        6:2      1.11.3
                        6:5      1.1.3
                        6:5      4.8.3
                        6:9      1.13.15
                        6:9      3.23.13
                        6:9-10      1.4.2
                        6:9-10      3.24.13
                        6:10      2.4.3
                        6:13      4.16.6
                        7:2      3.2.17
                        7:4      1.17.11
                        7:4      3.2.17
                        7:14      2.6.3
                        7:14      2.12.1
                        7:18      1.18.1
                        7:18      2.4.4
                        8:12-13      PA5
                        8:14      PA7
                        8:14p      1.13.11
                        8:14      1.13.23
                        8:16      3.22.10
                        8:16      3.22.10
                        8:17      3.2.42
                        9:6p      1.13.9
                        9:6      2.15.1
                        9:6      2.17.6
                        9:6      3.13.4
                        9:6      3.20.48
                        9:14      4.9.3
                        10:1-2, cf Vg      4.20.29
                        10:5p      1.18.1
                        10:5      4.20.25
                        10:6      1.18.2
                        10:15      2.4.4
                        10:22-23      3.21.7
                        11:2      1.13.16
                        11:2      1.17.2
                        11:2p      2.3.4
                        11:2p      2.15.5
                        11:2      3.20.48
                        11:2      4.3.12
                        11:2      4.19.22
                        11:4      PA2
                        11:4      1.13.15
                        11:9      4.20.10
                        11:10      1.13.13
                        12:1p      3.4.32
                        14:1p, cf Vg      3.21.5
                        14:27      1.17.14
                        19:18      2.8.23
                        19:19      4.18.4
                        19:21      4.18.4
                        19:23      4.18.4
                        19:24      4.18.4
                        23:11      4.17.23
                        24:5      2.5.4
                        24:23      1.1.3
                        25:1, cf Vg      3.24.4
                        25:8      3.9.6
                        25:8      3.25.10
                        25:9, cf Vg      1.13.10
                        25:9p      1.13.24
                        26:19      3.25.4
                        26:19-21p, cf Comm      2.10.21
                        26:19      3.25.4
                        26:21p      3.25.8
                        28:2      1.16.5
                        28:7      4.9.3
                        28:16      1.13.13
                        28:21      1.18.1
                        28:29      2.15.1
                        28:29      3.20.48
                        29:10      1.18.2
                        29:10      4.9.3
                        29:13p      3.20.7
                        29:13      3.20.31
                        29:13      4.10.15
                        29:13-14      4.10.16
                        29:13-14p      4.10.23
                        29:13-14      4.10.24
                        29:14      1.18.2
                        29:14p, cf Vg      3.20.31
                        30:1      3.20.28
                        30:15 Vg      3.2.37
                        30:33      3.25.12
                        31:1      3.20.28
                        31:7      1.11.4
                        33:14      3.17.6
                        33:14-15p      3.12.1
                        33:14-24      4.1.20
                        33:15      3.17.6
                        33:22      2.10.8
                        33:22      2.15.5
                        33:22p      4.10.7
                        33:22      4.10.7
                        35:8      3.6.2
                        35:8      4.1.17
                        35:10      2.11.2
                        37:4      3.20.5
                        37:16      2.8.15
                        37:19      1.11.4
                        37:32      4.1.4
                        37:35p      2.17.5
                        37:36      1.14.6
                        38:1      1.17.12
                        38:2      3.3.4
                        38:3      3.20.10
                        38:5      1.17.12
                        38:5      1.17.14
                        38:7      4.14.18
                        38:8      1.16.2
                        38:17      3.4.29
                        38:20      3.20.28
                        39:6-7      1.8.8
                        39:6-7      2.8.19
                        ch. 40 to 45      3.2.31
                        40:1-2      3.3.2
                        40:2      3.4.33
                        40:3      2.9.5
                        40:3      3.3.2
                        40:6      2.10.7
                        40:10-11, cf Vg      4.19.34
                        40:13      3.13.4
                        40:13      4.18.19
                        40:13      4.19.2
                        40:13-14      1.17.2
                        40:17p      3.2.25
                        40:18-20      1.11.2
                        40:19-20      1.11.10
                        40:21      1.11.4
                        40:21      1.14.1
                        40:22      1.14.1
                        40:25ff      3.2.31
                        40:29-31      2.2.10
                        41:7      1.11.2
                        41:9      3.21.5
                        41:29      1.11.2
                        42:1      2.14.2
                        42:8      1.13.9
                        42:9, Comm      1.8.8
                        42:10      3.20.28
                        42:13p, Comm      4.19.34
                        42:24      3.4.32
                        43:2      3.4.32
                        43:10      1.7.5
                        43:11p      3.4.15
                        43:25p      1.13.12
                        43:25p      3.4.15
                        43:25      3.4.25
                        43:25      3.20.45
                        44:3      2.2.10
                        44:3      3.1.3
                        44:3      3.2.39
                        44:6p      1.13.23
                        44:6p      1.13.24
                        44:12-17      1.11.4
                        44:22      3.4.29
                        45:1      1.8.8
                        45:7, cf Vg      1.17.8
                        45:7      1.18.1
                        45:7p      1.18.3
                        45:9      1.11.2
                        45:11      3.23.14
                        45:23      1.13.11
                        45:23, Vg v.24      1.13.23
                        45:23      3.5.8
                        45:23 Vg      3.25.7
                        45:24      3.13.2
                        45:25;45:25      3.13.2
                        45:25p      3.14.16
                        46:5-7      1.11.2
                        47:6      3.4.32
                        48:10      3.4.32
                        48:16, cf Comm      1.13.14
                        49:15p      1.17.6
                        49:15p      3.20.36
                        49:18      1.13.23
                        49:18      3.5.8
                        49:18 Vg      3.25.7
                        49:23      4.20.5
                        49:25      1.17.6
                        51:6 Vg      2.10.15
                        52:1      4.1.17
                        52:1, cf. Vg      4.5.17
                        52:1ff      2.11.2
                        52:3      3.4.25
                        52:7      4.3.3
                        53:1p      1.7.5
                        53:1      3.22.10
                        53:1      3.22.10
                        53:1      3.24.14
                        53:4      4.17.17
                        53:4-5      2.12.4
                        53:5      2.7.2
                        53:5      2.16.5
                        53:5      2.16.6
                        53:5p      2.16.10
                        53:5      2.16.11
                        53:5p      2.17.4
                        53:5      3.4.27
                        53:5      3.4.30
                        53:5-6p      2.12.4
                        53:6      2.16.6
                        53:6      3.4.27
                        53:6      3.4.27
                        53:6p      3.12.5
                        53:6      3.24.11
                        53:7      2.16.5
                        53:7-8      PA8
                        53:8p      2.15.3
                        53:8p      2.17.4
                        53:10      2.16.6
                        53:11      3.11.8
                        53:12      2.16.5
                        53:12      2.16.5
                        54:7      2.2.20
                        54:7-8p      2.10.18
                        54:13p      1.7.5
                        54:13      2.2.20
                        54:13      3.2.6
                        54:13      3.22.10
                        54:13      3.24.14
                        55:1      2.2.10
                        55:1      3.1.3
                        55:1p      3.15.4
                        55:1      4.19.6
                        55:2p      3.14.15
                        55:2p      4.10.15
                        55:3      3.2.6
                        55:3-4      2.6.3
                        55:4      2.15.1
                        55:6-7p      3.3.20
                        56:1p      3.3.20
                        56:2      2.8.29
                        56:5      4.1.4
                        56:7      3.20.29
                        56:10-11p      4.9.3
                        57:7-8      PA8
                        57:15 Vg      3.12.6
                        57:15      4.1.5
                        58:1-5      3.14.8
                        58:5-6      4.12.19
                        58:6      3.3.6
                        58:7 Vg      3.7.6
                        58:13      2.8.34
                        58:13-14, cf Vg      2.8.31
                        59:1-2      3.11.21
                        59:2      2.12.1
                        59:7p      2.3.2
                        59:15-16p      3.14.6
                        59:17      3.11.12
                        59:20      3.3.20
                        59:20      3.3.21
                        59:21p      1.7.4
                        59:21p, cf Vg      1.9.1
                        59:21      4.1.5
                        60:2      2.3.1
                        60:4ff      2.11.2
                        60:6-7, cf Vg      4.5.17
                        60:6ff      4.18.4
                        60:19      2.2.10
                        60:19p      2.3.1
                        61:1      3.4.3
                        61:1-2      2.15.2
                        61:1-3      3.3.20
                        61:1-3p      3.12.7
                        61:3p      3.14.16
                        ch. 62      2.11.2
                        62:4-5      2.8.18
                        63:10p      1.13.15
                        63:16      3.20.25
                        63:16      3.20.36
                        63:17, cf Vg      2.4.4
                        63:17      3.3.21
                        63:17p      3.20.25
                        64:5;64:6      3.2.25
                        64:5-9, cf Comm      3.20.8
                        65:1      3.24.2
                        65:2      3.24.17
                        65:16p      2.8.23
                        65:24p      3.20.14
                        65:25      4.20.10
                        66:1      3.20.30
                        66:1      3.20.40
                        66:1      4.17.23
                        66:1-2      4.1.5
                        66:2 Vg      3.12.6
                        66:22-24 Vg      2.10.22
                        66:23      2.8.30
                        66:24      3.9.6
                        66:24      3.25.12

  Jeremiah
                        1:6      4.8.3
                        1:9      4.8.3
                        1:9      4.17.23
                        1:10      3.24.13
                        1:10      4.8.3
                        1:15      1.18.1
                        1:18      1.17.6
                        2:8      4.9.3
                        2:13      PA2
                        2:13      3.20.14
                        2:26      4.9.3
                        2:27      1.11.10
                        2:28      3.20.22
                        ch. 3      2.8.18
                        3:1p, cf Vg      4.1.25
                        3:12 Vg      4.1.25
                        4:1, cf Comm      2.5.10
                        4:1      3.3.6
                        4:3-4      3.3.6
                        4:4      2.5.4
                        4:4      2.5.8
                        4:4p      3.3.7
                        4:4      4.16.3
                        4:4      4.16.20
                        4:4      4.16.21
                        4:9      PA6
                        4:9p      4.9.6
                        5:3      3.4.35
                        5:3      3.14.8
                        5:7 Vg      2.8.23
                        5:13      4.9.3
                        5:14      3.24.13
                        5:31      4.9.3
                        6:12      4.17.23
                        6:13      4.9.3
                        6:13      4.9.3
                        7:4      4.2.3
                        7:4      4.2.4
                        7:5-7      3.17.1
                        7:13-14 Vg      2.5.11
                        7:14      1.18.1
                        7:22-23p      4.10.15
                        7:22-23      4.10.17
                        7:23      3.17.1
                        7:27 Vg      2.5.11
                        7:28 Vg      2.5.11
                        7:29      2.5.11
                        8:10      4.9.3
                        9:13ff      2.5.4
                        9:21      2.1.4
                        9:23, cf Vg      3.13.1
                        9:23-24      PA2
                        9:24      1.10.2
                        9:24      1.13.13
                        9:24      3.13.1
                        9:25      4.16.20
                        10:2p      1.16.3
                        10:8, cf Vg      1.11.5
                        10:11p      1.13.23
                        10:21      4.9.3
                        10:23, cf Vg      1.16.6
                        10:24-25      3.4.32
                        11:7p      4.10.17
                        11:7      3.20.7
                        11:8      3.20.7
                        11:11      3.20.7
                        11:13      3.20.22
                        11:19 Vg      4.17.15
                        12:16p      2.8.23
                        13:13      4.9.3
                        14:7      3.20.8
                        14:14      4.9.3
                        14:14      4.9.3
                        15:1      3.20.23
                        15:1, cf Vg      3.20.23
                        15:20      1.17.6
                        16:11ff      2.5.4
                        17:1      3.4.29
                        17:5      2.2.10
                        17:9p      2.3.2
                        17:9      3.14.1
                        17:14      3.2.25
                        17:21      2.8.29
                        17:22      2.8.29
                        17:27      2.8.29
                        18:8      1.17.12
                        18:18p      PA6
                        18:18      PA6
                        18:18      4.9.5
                        19:15      2.5.11
                        20:2      4.9.6
                        21:12      4.20.9
                        22:3, cf Vg      4.20.9
                        22:3      4.20.9
                        22:22      4.9.3
                        23:1      4.9.3
                        23:1ff      4.9.3
                        23:5-6p      1.13.9
                        23:5-6      2.6.3
                        23:6      3.11.8
                        23:16      4.9.12
                        23:28p      4.8.3
                        23:28      4.8.3
                        24:7      2.2.20
                        24:7      3.3.6
                        25:9      1.18.1
                        25:11-12      1.8.8
                        25:29      3.4.34
                        25:34-36      4.9.3
                        27:5-8, cf Vg      4.20.27
                        27:6      1.18.1
                        27:6, cf Vg      4.20.28
                        27:9      4.9.3
                        27:17, cf Vg      4.20.27
                        27:17, cf Vg      4.20.28
                        29:7      4.20.28
                        29:10      1.8.8
                        29:13-14      3.20.7
                        31:11p      2.3.5
                        31:18, cf Vg      2.3.5
                        31:18-19 Vg      2.5.8
                        31:18-19, cf Vg      3.24.16
                        31:31      3.4.29
                        31:31-34 Vg      2.11.7
                        31:32      2.11.8
                        31:32-33      2.5.9
                        31:33p      1.9.3
                        31:33      2.5.4
                        31:33      2.7.12
                        31:33      2.8.14
                        31:33      2.8.57
                        31:33p      3.20.45
                        31:34      3.4.29
